Occupation	Occupation1	Gender	nIndividuals	AvgTaxableIncome	MedianTaxableIncome
8321 Packers	832199 Packer - other; Biscuit packer; Bread packer; Factory worker - biscuit packer; Factory worker - bread packer; Factory worker - packer - other; Packer - biscuit; Packer - bread; Process worker - biscuit packer; Process worker - bread packer; Process worker - packer - other	Male	10182	33557	31215
8321 Packers	832199 Packer - other; Biscuit packer; Bread packer; Factory worker - biscuit packer; Factory worker - bread packer; Factory worker - packer - other; Packer - biscuit; Packer - bread; Process worker - biscuit packer; Process worker - bread packer; Process worker - packer - other	Total	24881	32556	31515
8322 Product Assemblers	832211 Assembler; Assembly line worker; Factory worker - assembly line; Labourer - assembly line worker; Process worker - assembly line worker	Female	11825	37162	37647
8322 Product Assemblers	832211 Assembler; Assembly line worker; Factory worker - assembly line; Labourer - assembly line worker; Process worker - assembly line worker	Male	24113	42615	42450
8322 Product Assemblers	832211 Assembler; Assembly line worker; Factory worker - assembly line; Labourer - assembly line worker; Process worker - assembly line worker	Total	35938	40821	40528
8391 Metal Engineering Process Workers	839111 Factory worker - fettler; Factory worker - metal worker; Fettler; Iron worker; Labourer - fettler; Labourer - metal worker; Metal worker; Process worker - fettler; Process worker - metal worker	Female	552	43088	40979
8391 Metal Engineering Process Workers	839111 Factory worker - fettler; Factory worker - metal worker; Fettler; Iron worker; Labourer - fettler; Labourer - metal worker; Metal worker; Process worker - fettler; Process worker - metal worker	Male	10366	55857	50616
8391 Metal Engineering Process Workers	839111 Factory worker - fettler; Factory worker - metal worker; Fettler; Iron worker; Labourer - fettler; Labourer - metal worker; Metal worker; Process worker - fettler; Process worker - metal worker	Total	10918	55211	50001
8392 Plastics and Rubber Factory Workers	839211 Factory worker - plastics plant hand or labourer; Labourer - plastics plant hand; Plant labourer - plastics plant; Plastics plant hand or labourer; Process worker - plastics plant hand or labourer	Female	707	39942	39256
8392 Plastics and Rubber Factory Workers	839211 Factory worker - plastics plant hand or labourer; Labourer - plastics plant hand; Plant labourer - plastics plant; Plastics plant hand or labourer; Process worker - plastics plant hand or labourer	Male	1802	47528	44854
8392 Plastics and Rubber Factory Workers	839211 Factory worker - plastics plant hand or labourer; Labourer - plastics plant hand; Plant labourer - plastics plant; Plastics plant hand or labourer; Process worker - plastics plant hand or labourer	Total	2509	45390	43137
8392 Plastics and Rubber Factory Workers	839212 Factory worker - rubber factory hand or labourer; Labourer - rubber factory hand; Process worker - rubber factory hand or labourer; Rubber factory hand or labourer	Female	135	39932	40724
8392 Plastics and Rubber Factory Workers	839212 Factory worker - rubber factory hand or labourer; Labourer - rubber factory hand; Process worker - rubber factory hand or labourer; Rubber factory hand or labourer	Male	770	54535	50044
8392 Plastics and Rubber Factory Workers	839212 Factory worker - rubber factory hand or labourer; Labourer - rubber factory hand; Process worker - rubber factory hand or labourer; Rubber factory hand or labourer	Total	905	52357	47726
8393 Product Quality Controllers	839311 Factory worker - product examiner; Process worker - product examiner; Product examiner	Female	350	53811	48895
8393 Product Quality Controllers	839311 Factory worker - product examiner; Process worker - product examiner; Product examiner	Male	467	71761	63020
8393 Product Quality Controllers	839311 Factory worker - product examiner; Process worker - product examiner; Product examiner	Total	817	64071	54860
8393 Product Quality Controllers	839312 Classer - fruit and vegetable; Egg grader; Factory worker - egg grader; Factory worker - fruit and vegetable classer; Factory worker - product grader; Process worker - egg grader; Process worker - fruit and vegetable classer; Process worker - product grader; Product grader	Female	709	32611	31529
8393 Product Quality Controllers	839312 Classer - fruit and vegetable; Egg grader; Factory worker - egg grader; Factory worker - fruit and vegetable classer; Factory worker - product grader; Process worker - egg grader; Process worker - fruit and vegetable classer; Process worker - product grader; Product grader	Male	410	41613	38687
8393 Product Quality Controllers	839312 Classer - fruit and vegetable; Egg grader; Factory worker - egg grader; Factory worker - fruit and vegetable classer; Factory worker - product grader; Process worker - egg grader; Process worker - fruit and vegetable classer; Process worker - product grader; Product grader	Total	1119	35909	33547
8393 Product Quality Controllers	839313 Factory worker - product tester; Product tester	Female	212	46280	42234
8393 Product Quality Controllers	839313 Factory worker - product tester; Product tester	Male	343	59219	54126
8393 Product Quality Controllers	839313 Factory worker - product tester; Product tester	Total	555	54277	50023
8394 Timber and Wood Process Workers	839411 Factory worker - paper mill worker; Factory worker - pulp mill worker; Labourer - paper mill worker; Labourer - pulp mill worker; Paper mill worker; Process worker - paper mill worker; Process worker - pulp mill worker; Pulp mill worker	Female	896	44872	43701
8394 Timber and Wood Process Workers	839411 Factory worker - paper mill worker; Factory worker - pulp mill worker; Labourer - paper mill worker; Labourer - pulp mill worker; Paper mill worker; Process worker - paper mill worker; Process worker - pulp mill worker; Pulp mill worker	Male	1721	72487	69102
8394 Timber and Wood Process Workers	839411 Factory worker - paper mill worker; Factory worker - pulp mill worker; Labourer - paper mill worker; Labourer - pulp mill worker; Paper mill worker; Process worker - paper mill worker; Process worker - pulp mill worker; Pulp mill worker	Total	2617	63032	55088
8394 Timber and Wood Process Workers	839412 Factory worker - sawmill labourer; Factory worker - timber yard labourer; Labourer - saw mill; Labourer - timber yard; Process worker - sawmill or timber yard labourer; Sawmill labourer; Timber yard worker	Female	267	44034	43734
8394 Timber and Wood Process Workers	839412 Factory worker - sawmill labourer; Factory worker - timber yard labourer; Labourer - saw mill; Labourer - timber yard; Process worker - sawmill or timber yard labourer; Sawmill labourer; Timber yard worker	Male	6352	44592	43845
8394 Timber and Wood Process Workers	839412 Factory worker - sawmill labourer; Factory worker - timber yard labourer; Labourer - saw mill; Labourer - timber yard; Process worker - sawmill or timber yard labourer; Sawmill labourer; Timber yard worker	Total	6619	44569	43831
8394 Timber and Wood Process Workers	839413 Factory worker - wood and wood products; Labourer - wood and wood products factory worker; Process worker - wood and wood products factory worker; Wood and wood products factory worker	Female	182	37352	38105
8394 Timber and Wood Process Workers	839413 Factory worker - wood and wood products; Labourer - wood and wood products factory worker; Process worker - wood and wood products factory worker; Wood and wood products factory worker	Male	2192	42700	41361
8394 Timber and Wood Process Workers	839413 Factory worker - wood and wood products; Labourer - wood and wood products factory worker; Process worker - wood and wood products factory worker; Wood and wood products factory worker	Total	2374	42290	41163
8399 Other Factory Process Workers	839911 Cement plant hand or labourer; Concrete plant hand or labourer; Factory worker - cement plant hand or labourer; Labourer - cement plant hand; Labourer - concrete plant hand; Plant labourer - cement plant; Plant labourer - concrete plant; Process worker - cement plant hand or labourer; Factory worker - concrete plant hand or labourer; Process worker - concrete plant hand or labourer	Female	59	44116	36270
8399 Other Factory Process Workers	839911 Cement plant hand or labourer; Concrete plant hand or labourer; Factory worker - cement plant hand or labourer; Labourer - cement plant hand; Labourer - concrete plant hand; Plant labourer - cement plant; Plant labourer - concrete plant; Process worker - cement plant hand or labourer; Factory worker - concrete plant hand or labourer; Process worker - concrete plant hand or labourer	Male	3279	55276	50569
8399 Other Factory Process Workers	839911 Cement plant hand or labourer; Concrete plant hand or labourer; Factory worker - cement plant hand or labourer; Labourer - cement plant hand; Labourer - concrete plant hand; Plant labourer - cement plant; Plant labourer - concrete plant; Process worker - cement plant hand or labourer; Factory worker - concrete plant hand or labourer; Process worker - concrete plant hand or labourer	Total	3338	55079	50275
8399 Other Factory Process Workers	839912 Process worker - gas plant hand or labourer; Chemical plant hand or labourer; Factory worker - chemical plant hand or labourer; Factory worker - gas plant hand or labourer; Factory worker - paint factory hand or labourer; Gas plant hand or labourer; Labourer - chemical plant hand; Labourer - gas plant hand; Labourer - paint factory hand; Paint factory hand or labourer; Plant labourer - chemical plant; Plant labourer - gas plant; Process worker - chemical plant hand or labourer; Process worker - paint factory hand or labourer	Female	479	47656	41770
8399 Other Factory Process Workers	839912 Process worker - gas plant hand or labourer; Chemical plant hand or labourer; Factory worker - chemical plant hand or labourer; Factory worker - gas plant hand or labourer; Factory worker - paint factory hand or labourer; Gas plant hand or labourer; Labourer - chemical plant hand; Labourer - gas plant hand; Labourer - paint factory hand; Paint factory hand or labourer; Plant labourer - chemical plant; Plant labourer - gas plant; Process worker - chemical plant hand or labourer; Process worker - paint factory hand or labourer	Male	4391	66926	54943
8399 Other Factory Process Workers	839912 Process worker - gas plant hand or labourer; Chemical plant hand or labourer; Factory worker - chemical plant hand or labourer; Factory worker - gas plant hand or labourer; Factory worker - paint factory hand or labourer; Gas plant hand or labourer; Labourer - chemical plant hand; Labourer - gas plant hand; Labourer - paint factory hand; Paint factory hand or labourer; Plant labourer - chemical plant; Plant labourer - gas plant; Process worker - chemical plant hand or labourer; Process worker - paint factory hand or labourer	Total	4870	65031	53161
8399 Other Factory Process Workers	839913 Brick handler - brickworks; Factory worker - brickworks; Factory worker - kiln hand or labourer; Kiln hand or labourer; Labourer - brickworks; Labourer - kiln hand; Process worker - brickworks; Process worker - kiln hand or labourer	Female	89	31251	29489
8399 Other Factory Process Workers	839913 Brick handler - brickworks; Factory worker - brickworks; Factory worker - kiln hand or labourer; Kiln hand or labourer; Labourer - brickworks; Labourer - kiln hand; Process worker - brickworks; Process worker - kiln hand or labourer	Male	1231	48558	44192
8399 Other Factory Process Workers	839913 Brick handler - brickworks; Factory worker - brickworks; Factory worker - kiln hand or labourer; Kiln hand or labourer; Labourer - brickworks; Labourer - kiln hand; Process worker - brickworks; Process worker - kiln hand or labourer	Total	1320	47391	43024
